X,Y
1.7363167039010523,-8.8806008033974
1.7516634860861686,-8.842509136555815
1.7681845438312371,-8.810236649587807
1.785877795087392,-8.78669977852345
1.8035627181480867,-8.774828651581776
1.8236066025730102,-8.76001370423379
1.8436504869979347,-8.745198756885733
1.861333328009764,-8.736244065974677
1.8790120049238632,-8.733122247125142
1.8966906818379614,-8.730000428275194
1.9131909190943786,-8.726892301613166
1.9296911563507948,-8.723784174951732
1.9461872295094813,-8.723784174951732
1.9615048630104852,-8.723784174951732
1.9779988541203066,-8.723784174951732
1.9933164876213108,-8.723784174951732
2.0092228204389397,-8.723784174951732
2.026308633938683,-8.723784174951732
2.0454572373515876,-8.723784174951732
2.068437331188608,-8.723784174951732
2.0864069744316125,-8.723784174951732
2.1076188882698927,-8.723784174951732
2.128830802108174,-8.723784174951732
2.148864276288772,-8.723784174951732
2.1736156731978293,-8.723784174951732
2.1924748718184763,-8.723784174951732
2.2101535487325754,-8.723784174951732
2.232548066326268,-8.72318171868271
2.254948830066556,-8.708339386958597
2.273804905613906,-8.706662093936277
2.291486705601302,-8.699165621040176
2.305632145591219,-8.693168442723733
2.3233149866030485,-8.684213751812758
2.34217626727256,-8.675245368713922
2.3633944272574356,-8.666249601239173
2.3881447831420606,-8.66158741124626
2.412895139026686,-8.656925221253905
2.4329306952561494,-8.653776018027902
2.451785729779065,-8.653556943021151
2.4682859670354818,-8.65044881635959
2.483605682585351,-8.650270817916182
2.4989274801840855,-8.647176383442543
2.517783035219218,-8.646228199427739
2.5354611916211005,-8.643835489585678
2.5519614288775174,-8.640727362924016
2.571996985106981,-8.637578159698228
2.5908541016787616,-8.634442648660778
2.609711218250543,-8.631307137623093
2.6297467744800076,-8.628157934397509
2.6491931108806352,-8.62501557726564
2.6733636161563052,-8.607236271229487
2.694585940238912,-8.592407631693028
2.7122708632996066,-8.580536504751569
2.7334931873822126,-8.565707865215327
2.751180192491773,-8.550920302243126
2.7724025165743784,-8.536091662707197
2.79362275860812,-8.524179459201756
2.812496531570822,-8.49771245991854
2.8301793725826516,-8.488757769007758
2.8490468993987585,-8.471040077816983
2.867916508263731,-8.450405950595194
2.886784035079838,-8.43268825940448
2.904473122238262,-8.414984260401422
2.9245253348586466,-8.38850356893055
2.943392861674754,-8.370785877739827
2.9610861129309094,-8.347249006675556
2.980256057344678,-8.318591257322783
3.0000100164651315,-8.297217751952484
3.016524828063603,-8.27369457307623
3.034218079319759,-8.250157702011993
