X,Y
0.0,1.0
32.6530612244898,0.9999842782388226
65.3061224489796,0.999884573459667
97.9591836734694,0.9996294454320642
130.6122448979592,0.9991520345488094
163.26530612244898,0.9983878142941396
195.9183673469388,0.9972734560374341
228.57142857142858,0.9957459853435697
261.2244897959184,0.9937420248748863
293.8775510204082,0.9911970381276712
326.53061224489795,0.9880445235060937
359.18367346938777,0.9842151183575435
391.8367346938776,0.9796355719935823
424.48979591836735,0.9742275394523963
457.14285714285717,0.9679061343727409
489.7959183673469,0.960578158554366
522.4489795918367,0.9521398946087146
555.1020408163265,0.9424743013273719
587.7551020408164,0.9314473801388239
620.4081632653061,0.9189033700625431
653.0612244897959,0.9046582510904482
685.7142857142858,0.8884907430491789
718.3673469387755,0.8701294858926354
751.0204081632653,0.849234193126945
783.6734693877552,0.8253668931063237
816.3265306122449,0.7979460359924797
848.9795918367347,0.7661691057371101
881.6326530612245,0.7288726578948513
914.2857142857143,0.6842546714450382
946.9387755102041,0.6292480320861902
979.5918367346939,0.5578018719317738
1012.2448979591837,0.4542139300842535
1044.8979591836735,0.21814895504963003
1077.5510204081634,0.0
1110.204081632653,0.0
1142.857142857143,0.0
1175.5102040816328,0.0
1208.1632653061224,0.0
1240.8163265306123,0.0
1273.4693877551022,0.0
1306.1224489795918,0.0
1338.7755102040817,0.0
1371.4285714285716,0.0
1404.0816326530612,0.0
1436.734693877551,0.0
1469.387755102041,0.0
1502.0408163265306,0.0
1534.6938775510205,0.0
1567.3469387755104,0.0
1600.0,0.0
